BBL,EUI_2013,floorArea_2013,EUI_2014,floorArea_2014,EUI_2015,floorArea_2015,EUI_2016,floorArea_2016,Occupancy,TYPE_2016,water_intensity,naturalgas_use,Metered Areas (Energy),Metered Areas  (Water),naturalgas_intensity,Borough,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,NumFloors,UnitsRes,UnitsTotal,YearBuilt,XCoord,YCoord,ZipCode,Address,Longitude,Latitude
1019457504,90.4,180800.0,94.1,180000.0,124.3,180000.0,101.0,180000.0,100.0,Multifamily Housing,35.68,9537700.8,Whole Building,Whole Building,52.9872266667,MN,20183,153526,44554,108972,11663,0,12.0,91,93,2006,996846.0,232988.0,10026.0,2187 8 AVENUE,-73.9545006724,40.806165103
1019457504,90.4,180800.0,18.7,180000.0,124.3,180000.0,101.0,180000.0,100.0,Multifamily Housing,35.68,9537700.8,Whole Building,Whole Building,52.9872266667,MN,20183,153526,44554,108972,11663,0,12.0,91,93,2006,996846.0,232988.0,10026.0,2187 8 AVENUE,-73.9545006724,40.806165103
1022500084,15.7,78100.0,94.8,78130.0,95.4,78130.0,94.1,78130.0,100.0,Multifamily Housing,34.13,183645.5,Whole Building,Whole Building,2.35051196723,MN,10000,78130,0,78130,0,0,10.0,76,76,1966,1006750.0,256973.0,10034.0,244 SEAMAN AVENUE,-73.9186449504,40.8719772528
1000760024,48.8,65495.0,66.2,62028.0,67.8,62028.0,64.2,62028.0,100.0,Multifamily Housing,25.1,2534500.2,Whole Building,Whole Building,40.8605823177,MN,4575,62028,13593,48435,0,13593,14.0,56,57,2009,982658.0,197484.0,10038.0,40 GOLD STREET,-74.0057422231,40.7087245337
3072440058,69.4,85695.0,71.6,85680.0,83.7,85680.0,78.9,85680.0,100.0,Multifamily Housing,32.07,4460717.9,Whole Building,Whole Building,52.0625338469,BK,20000,85680,0,85680,0,0,6.0,60,60,1955,994986.0,152741.0,11235.0,711 MONTAUK COURT,-73.9613472777,40.5859083408
3072440058,69.4,85695.0,71.6,85680.0,83.7,85680.0,78.9,85680.0,100.0,Multifamily Housing,32.07,4460717.9,Whole Building,Whole Building,52.0625338469,BK,20000,85680,0,85680,0,0,6.0,60,60,1955,994986.0,152741.0,11235.0,711 MONTAUK COURT,-73.9613472777,40.5859083408
1016220020,103.2,96735.0,108.9,96446.0,97.3,96446.0,115.7,96446.0,100.0,Multifamily Housing,122.51,6597789.6,Whole Building,Whole Building,68.409157456,MN,21193,96446,6013,90433,0,6013,6.0,76,81,2000,999694.0,230755.0,10029.0,75 EAST 116 STREET,-73.944218253,40.8000316128
1001327503,63.2,55672.0,73.9,60415.0,76.1,60415.0,81.4,60415.0,100.0,Multifamily Housing,19.12,2358558.9,Whole Building,Not Available,39.0392932219,MN,4992,49402,3070,46332,0,0,13.0,11,12,2001,981360.0,199688.0,10007.0,71 MURRAY STREET,-74.0104249565,40.7147736606
1001367502,45.0,73719.0,44.9,65635.0,66.8,65635.0,63.6,65635.0,100.0,Multifamily Housing,55.32,1484217.1,Whole Building,Not Available,22.6131957035,MN,10120,65635,15470,50165,0,11850,10.0,24,25,1900,981885.0,199655.0,10007.0,38 WARREN STREET,-74.008531138,40.7146832394
4033290054,74.3,54300.0,71.3,54300.0,169.9,54300.0,68.6,54300.0,100.0,Multifamily Housing,29.46,3286500.4,Whole Building,Whole Building,60.5248692449,QN,18500,54300,0,54300,0,0,6.0,54,54,1924,1030777.0,196727.0,11415.0,118-75 METROPOLITAN AVENUE,-73.8321860811,40.7065245652
1009290001,79.8,927590.0,86.3,927591.0,65.3,927591.0,61.7,927591.0,100.0,Multifamily Housing,37.95,45187893.9,Whole Building,Whole Building,48.7153216234,MN,104861,927591,154234,773357,0,40140,27.0,510,522,1970,989916.0,208059.0,10010.0,401 1 AVENUE,-73.9795542659,40.7377486767
1009290001,79.8,927590.0,86.3,927591.0,65.3,927591.0,61.7,927591.0,100.0,Multifamily Housing,37.95,45187893.9,Whole Building,Whole Building,48.7153216234,MN,104861,927591,154234,773357,0,40140,27.0,510,522,1970,989916.0,208059.0,10010.0,401 1 AVENUE,-73.9795542659,40.7377486767
1001427501,107.7,773597.0,112.9,928915.0,115.3,928915.0,112.5,928915.0,100.0,Multifamily Housing,50.26,37525256.8,Whole Building,Not Available,40.3968681742,MN,90565,770447,208620,561827,0,151706,32.0,382,388,2006,980891.0,199999.0,10007.0,89 MURRAY STREET,-74.0121169126,40.7156271156
1001430001,60.3,77630.0,63.7,77630.0,64.7,77630.0,61.8,77630.0,100.0,Multifamily Housing,41.64,2506780.3,Whole Building,Whole Building,32.2913860621,MN,7834,77630,7700,69930,0,7700,10.0,42,45,1930,981656.0,200678.0,10013.0,47 HUDSON STREET,-74.0093575916,40.7174910653
3076540014,64.8,94080.0,77.3,94128.0,72.8,94128.0,68.7,94128.0,100.0,Multifamily Housing,38.13,4597873.3,Whole Building,Whole Building,48.8470306391,BK,21000,94128,0,94128,0,0,6.0,72,72,1939,1001050.0,165543.0,11234.0,3626 KINGS HIGHWAY,-73.9394832779,40.6210377972
3053070070,68.9,98603.0,72.7,98604.0,71.4,98604.0,65.6,98604.0,100.0,Multifamily Housing,39.13,5423289.9,Whole Building,Whole Building,55.0007088962,BK,18750,98604,0,98604,0,0,6.0,75,75,1931,989112.0,174135.0,11218.0,40 TEHAMA STREET,-73.9824799797,40.6446356103
1009300012,22.1,265406.0,21.2,265541.0,110.0,265541.0,103.6,265541.0,100.0,Multifamily Housing,43.33,22402046.1,Whole Building,Whole Building,84.3637935385,MN,47394,265541,0,265541,0,0,28.0,236,236,1975,990026.0,208289.0,10010.0,319 EAST 24 STREET,-73.9791571339,40.7383798985
1009300012,22.1,265406.0,21.2,265541.0,110.0,265541.0,103.6,265541.0,100.0,Multifamily Housing,43.33,22402046.1,Whole Building,Whole Building,84.3637935385,MN,47394,265541,0,265541,0,0,28.0,236,236,1975,990026.0,208289.0,10010.0,319 EAST 24 STREET,-73.9791571339,40.7383798985
1001610001,20.2,310802.0,19.5,306862.0,84.3,306862.0,85.1,306862.0,100.0,Multifamily Housing,3.56,906666.7,Whole Building,Whole Building,2.95463987069,MN,68732,306862,0,306862,0,0,25.0,250,253,1965,984284.0,199279.0,10007.0,196 PARK ROW,-73.9998773555,40.7136515252
1001700001,68.9,143500.0,70.6,139697.0,71.8,139697.0,71.4,139697.0,100.0,Multifamily Housing,29.48,5223445.4,Whole Building,Whole Building,37.3912496331,MN,12075,139697,13697,126000,0,7000,15.0,147,151,1999,983120.0,200269.0,10013.0,336 BROADWAY,-74.0040762916,40.7163687665
1001700020,125.4,248919.0,138.4,364722.0,129.2,364722.0,145.4,419639.0,100.0,Multifamily Housing,57.65,24975106.8,Whole Building,Whole Building,59.515695157,MN,28302,419639,64918,354721,0,10000,19.0,331,339,2001,983282.0,200155.0,10013.0,111 WORTH STREET,-74.0034918865,40.716055883
1001737502,81.2,101834.0,107.5,99735.0,111.8,99735.0,101.4,99735.0,100.0,Multifamily Housing,40.67,4656078.5,Whole Building,Whole Building,46.6844989221,MN,15683,99735,32901,66834,0,32901,7.0,30,32,1920,982673.0,200519.0,10013.0,65 WORTH STREET,-74.0056888301,40.7170548882
1001790032,96.6,40020.0,111.1,52930.0,134.1,52930.0,100.9,52930.0,100.0,Multifamily Housing,47.7,2131913.4,Whole Building,Whole Building,40.2779784621,MN,6185,52930,10088,42842,0,4300,10.0,16,17,2008,982188.0,200920.0,10013.0,176 WEST BROADWAY,-74.0074385298,40.7181554372
1018897501,71.6,166832.0,73.2,198628.0,84.4,198628.0,55.4,198628.0,100.0,Multifamily Housing,44.76,410770.8,Whole Building,Whole Building,2.06804075961,MN,15832,166832,2657,164175,2657,0,16.0,106,107,1928,992117.0,230074.0,10025.0,825 WEST END AVENUE,-73.9715862001,40.7981724482
1001797506,88.2,85000.0,68.8,81650.0,69.2,81650.0,67.2,81650.0,100.0,Multifamily Housing,32.62,2413984.6,Whole Building,Whole Building,29.5650287814,MN,12464,77625,0,77625,0,0,8.0,30,30,1915,982033.0,201028.0,10013.0,18 LEONARD STREET,-74.0079977177,40.7184518338
1001907503,50.4,97430.0,57.9,108300.0,66.7,108300.0,64.0,108300.0,100.0,Multifamily Housing,17.34,3279332.8,Whole Building,Not Available,30.2800812558,MN,13750,82955,14926,68029,0,3226,8.0,23,27,1915,982135.0,201612.0,10013.0,31 NORTH MOORE STREET,-74.0076299412,40.7200547982
1021490104,109.8,61245.0,89.7,61246.0,108.6,61246.0,80.0,61246.0,100.0,Multifamily Housing,32.19,193860.8,Whole Building,Whole Building,3.16528099794,MN,16575,61246,0,61246,0,0,6.0,61,61,1938,1004259.0,249340.0,10033.0,475 WEST 186 STREET,-73.9276746416,40.8510329742
4033400036,29.6,52182.0,13.0,52182.0,59.6,52182.0,89.4,52182.0,100.0,Multifamily Housing,45.05,4752399.9,Whole Building,Whole Building,91.07354835,QN,17300,52182,0,52182,0,0,6.0,61,61,1938,1029729.0,200450.0,11375.0,111-39 76 ROAD,-73.8359408568,40.7167487454
1002067501,73.8,50998.0,75.3,62567.0,84.7,62567.0,66.1,62567.0,100.0,Multifamily Housing,16.2,1901715.1,Whole Building,Not Available,30.3948583119,MN,10050,54678,16022,38656,0,4531,7.0,23,27,2003,984615.0,200918.0,10013.0,123 BAXTER STREET,-73.9986832865,40.7181501804
1002127501,47.5,159435.0,44.0,142000.0,44.8,142000.0,48.2,142000.0,100.0,Multifamily Housing,21.44,4971081.8,Whole Building,Whole Building,35.0076183099,MN,13063,98583,8335,90248,5628,2707,11.0,54,57,1915,982677.0,201790.0,10013.0,260 WEST BROADWAY,-74.0056746977,40.7205434783
3074470028,55.5,581966.0,74.6,583000.0,77.1,583000.0,67.3,583000.0,100.0,Multifamily Housing,47.38,28559833.0,Whole Building,Not Available,48.9877066895,BK,221280,583000,0,583000,0,0,8.0,540,540,1958,1001492.0,154492.0,11235.0,2520 BATCHELDER STREET,-73.9379193243,40.5907042179
3074470028,55.5,581966.0,74.6,583000.0,77.1,583000.0,67.3,583000.0,100.0,Multifamily Housing,47.38,28559833.0,Whole Building,Not Available,48.9877066895,BK,221280,583000,0,583000,0,0,8.0,540,540,1958,1001492.0,154492.0,11235.0,2520 BATCHELDER STREET,-73.9379193243,40.5907042179
1002157504,71.4,160551.0,121.1,177414.0,103.5,177414.0,75.6,177414.0,100.0,Multifamily Housing,35.16,5358142.7,Whole Building,Whole Building,30.2013522044,MN,22329,176493,20814,155679,0,5040,10.0,63,65,1913,981618.0,202236.0,10013.0,415 GREENWICH STREET,-74.009495282,40.721767389
1002157505,74.2,54000.0,77.7,64471.0,79.8,64471.0,80.5,64471.0,100.0,Multifamily Housing,23.98,3053076.2,Whole Building,Not Available,47.3558064866,MN,14899,64231,6018,58213,0,4098,5.0,15,16,0,981768.0,202216.0,10013.0,157 HUDSON STREET,-74.0089541301,40.7217125372
1002207502,54.7,117123.0,57.0,100124.0,54.3,100124.0,61.0,100124.0,100.0,Multifamily Housing,22.08,3373576.1,Whole Building,Not Available,33.6939804642,MN,18635,98488,2128,96360,0,0,7.0,31,31,1920,982317.0,202387.0,10013.0,28 LAIGHT STREET,-74.006973592,40.7221820278
3060990013,89.0,262019.0,97.4,262344.0,97.2,262344.0,94.8,262344.0,100.0,Multifamily Housing,40.62,16552664.6,Whole Building,Whole Building,63.0952665203,BK,70625,262344,0,262344,0,0,6.0,254,254,1960,973205.0,165323.0,11209.0,9201 SHORE ROAD,-74.0397857863,40.6204429869
5003270060,111.5,127500.0,123.9,127800.0,121.6,127800.0,139.4,127800.0,100.0,Multifamily Housing,58.89,14664254.0,Whole Building,Whole Building,114.743771518,SI,75000,127800,0,127800,0,0,9.0,143,143,1967,954540.0,164804.0,10301.0,1100 CLOVE ROAD,-74.1070176529,40.618975511
5003270060,111.5,127500.0,123.9,127800.0,121.6,127800.0,139.4,127800.0,100.0,Multifamily Housing,58.89,14664254.0,Whole Building,Whole Building,114.743771518,SI,75000,127800,0,127800,0,0,9.0,143,143,1967,954540.0,164804.0,10301.0,1100 CLOVE ROAD,-74.1070176529,40.618975511
1008650007,71.9,62947.0,100.0,64598.0,78.4,64598.0,76.3,64598.0,100.0,Multifamily Housing,44.92,115711.0,Whole Building,Not Available,1.79124740704,MN,7406,64598,0,64598,0,0,17.0,58,58,1979,988907.0,212149.0,10016.0,7 EAST 35 STREET,-73.9831924057,40.7489752939
1002480070,113.9,83905.0,120.5,83904.0,126.1,83904.0,121.7,83904.0,100.0,Multifamily Housing,83.15,8530894.0,Whole Building,Whole Building,101.674461289,MN,20095,83904,0,83904,0,0,10.0,109,109,1987,986969.0,198241.0,10002.0,80 RUTGERS SLIP,-73.9901924679,40.7108020446
1002630008,122.1,974502.0,110.4,923000.0,104.4,923000.0,176.0,923000.0,100.0,Multifamily Housing,45.11,72159711.9,Whole Building,Whole Building,78.1795361863,MN,212250,923000,0,923000,0,0,20.0,833,837,1955,990076.0,199024.0,10002.0,453 F D R DRIVE,-73.9789847283,40.7129496929
1002830024,26.3,79751.0,80.4,75953.0,88.9,74453.0,85.0,74453.0,100.0,Multifamily Housing,45.22,4447099.9,Whole Building,Whole Building,59.730298309,MN,12002,74453,3150,71303,0,3150,8.0,83,89,2001,986880.0,199327.0,10002.0,10 RUTGERS STREET,-73.9905130699,40.713782883
1003310065,110.5,282030.0,99.9,299510.0,96.5,299510.0,98.0,299510.0,100.0,Multifamily Housing,69.98,19386434.3,Whole Building,Whole Building,64.7271687089,MN,92400,299510,7938,291572,0,7938,12.0,258,263,1949,989118.0,199902.0,10002.0,484 GRAND STREET,-73.9824397456,40.7153601722
1003430043,66.0,81303.0,21.7,121801.0,84.6,121801.0,82.1,121800.0,100.0,Multifamily Housing,71.27,5861534.5,Whole Building,Whole Building,48.1242569787,MN,17400,121800,121800,0,0,0,7.0,0,1,1991,988843.0,200845.0,10002.0,80 RIDGE STREET,-73.983431105,40.7179486282
3087207514,65.2,93105.0,84.1,117639.0,76.6,117639.0,73.2,114772.0,100.0,Multifamily Housing,54.27,5113875.8,Whole Building,Whole Building,44.556823964,BK,19421,93105,3856,89249,0,0,12.0,63,63,2004,996148.0,149463.0,11235.0,65 OCEANA DRIVE EAST,-73.9571695109,40.5769093967
4033530001,1.4,124343.0,66.2,124343.0,72.8,124343.0,73.8,124343.0,100.0,Multifamily Housing,57.91,7135599.9,Whole Building,Whole Building,57.3864222353,QN,20000,124343,0,124343,0,0,9.0,144,144,1927,1031443.0,197905.0,11415.0,82-67 AUSTIN STREET,-73.8297756969,40.7097543633
4032340051,42.0,174480.0,9.2,174480.0,49.9,174480.0,11.6,174480.0,100.0,Multifamily Housing,55.63,17500.0,Whole Building,Not Available,0.100298028427,QN,70315,174480,0,174480,0,0,6.0,228,228,1929,1025591.0,202108.0,11375.0,68-09 BURNS STREET,-73.8508579006,40.7213198541
4032340051,42.0,174480.0,9.0,174480.0,49.9,174480.0,11.6,174480.0,100.0,Multifamily Housing,55.63,17500.0,Whole Building,Not Available,0.100298028427,QN,70315,174480,0,174480,0,0,6.0,228,228,1929,1025591.0,202108.0,11375.0,68-09 BURNS STREET,-73.8508579006,40.7213198541
4032340051,42.0,174480.0,9.2,174480.0,49.9,174480.0,11.6,174480.0,100.0,Multifamily Housing,55.63,17500.0,Whole Building,Not Available,0.100298028427,QN,70315,174480,0,174480,0,0,6.0,228,228,1929,1025591.0,202108.0,11375.0,68-09 BURNS STREET,-73.8508579006,40.7213198541
4032340051,42.0,174480.0,9.1,174480.0,49.9,174480.0,11.6,174480.0,100.0,Multifamily Housing,55.63,17500.0,Whole Building,Not Available,0.100298028427,QN,70315,174480,0,174480,0,0,6.0,228,228,1929,1025591.0,202108.0,11375.0,68-09 BURNS STREET,-73.8508579006,40.7213198541
4032340051,42.0,174480.0,8.6,174480.0,49.9,174480.0,11.6,174480.0,100.0,Multifamily Housing,55.63,17500.0,Whole Building,Not Available,0.100298028427,QN,70315,174480,0,174480,0,0,6.0,228,228,1929,1025591.0,202108.0,11375.0,68-09 BURNS STREET,-73.8508579006,40.7213198541
4032340051,42.0,174480.0,9.1,174480.0,49.9,174480.0,11.6,174480.0,100.0,Multifamily Housing,55.63,17500.0,Whole Building,Not Available,0.100298028427,QN,70315,174480,0,174480,0,0,6.0,228,228,1929,1025591.0,202108.0,11375.0,68-09 BURNS STREET,-73.8508579006,40.7213198541
4032340051,42.0,174480.0,8.7,174480.0,49.9,174480.0,11.6,174480.0,100.0,Multifamily Housing,55.63,17500.0,Whole Building,Not Available,0.100298028427,QN,70315,174480,0,174480,0,0,6.0,228,228,1929,1025591.0,202108.0,11375.0,68-09 BURNS STREET,-73.8508579006,40.7213198541
4032340051,2.2,174480.0,9.2,174480.0,49.9,174480.0,11.6,174480.0,100.0,Multifamily Housing,55.63,17500.0,Whole Building,Not Available,0.100298028427,QN,70315,174480,0,174480,0,0,6.0,228,228,1929,1025591.0,202108.0,11375.0,68-09 BURNS STREET,-73.8508579006,40.7213198541
4032340051,2.2,174480.0,9.0,174480.0,49.9,174480.0,11.6,174480.0,100.0,Multifamily Housing,55.63,17500.0,Whole Building,Not Available,0.100298028427,QN,70315,174480,0,174480,0,0,6.0,228,228,1929,1025591.0,202108.0,11375.0,68-09 BURNS STREET,-73.8508579006,40.7213198541
4032340051,2.2,174480.0,9.2,174480.0,49.9,174480.0,11.6,174480.0,100.0,Multifamily Housing,55.63,17500.0,Whole Building,Not Available,0.100298028427,QN,70315,174480,0,174480,0,0,6.0,228,228,1929,1025591.0,202108.0,11375.0,68-09 BURNS STREET,-73.8508579006,40.7213198541
4032340051,2.2,174480.0,9.1,174480.0,49.9,174480.0,11.6,174480.0,100.0,Multifamily Housing,55.63,17500.0,Whole Building,Not Available,0.100298028427,QN,70315,174480,0,174480,0,0,6.0,228,228,1929,1025591.0,202108.0,11375.0,68-09 BURNS STREET,-73.8508579006,40.7213198541
4032340051,2.2,174480.0,8.6,174480.0,49.9,174480.0,11.6,174480.0,100.0,Multifamily Housing,55.63,17500.0,Whole Building,Not Available,0.100298028427,QN,70315,174480,0,174480,0,0,6.0,228,228,1929,1025591.0,202108.0,11375.0,68-09 BURNS STREET,-73.8508579006,40.7213198541
4032340051,2.2,174480.0,9.1,174480.0,49.9,174480.0,11.6,174480.0,100.0,Multifamily Housing,55.63,17500.0,Whole Building,Not Available,0.100298028427,QN,70315,174480,0,174480,0,0,6.0,228,228,1929,1025591.0,202108.0,11375.0,68-09 BURNS STREET,-73.8508579006,40.7213198541
4032340051,2.2,174480.0,8.7,174480.0,49.9,174480.0,11.6,174480.0,100.0,Multifamily Housing,55.63,17500.0,Whole Building,Not Available,0.100298028427,QN,70315,174480,0,174480,0,0,6.0,228,228,1929,1025591.0,202108.0,11375.0,68-09 BURNS STREET,-73.8508579006,40.7213198541
4032340051,2.2,174480.0,9.2,174480.0,49.9,174480.0,11.6,174480.0,100.0,Multifamily Housing,55.63,17500.0,Whole Building,Not Available,0.100298028427,QN,70315,174480,0,174480,0,0,6.0,228,228,1929,1025591.0,202108.0,11375.0,68-09 BURNS STREET,-73.8508579006,40.7213198541
4032340051,2.2,174480.0,9.0,174480.0,49.9,174480.0,11.6,174480.0,100.0,Multifamily Housing,55.63,17500.0,Whole Building,Not Available,0.100298028427,QN,70315,174480,0,174480,0,0,6.0,228,228,1929,1025591.0,202108.0,11375.0,68-09 BURNS STREET,-73.8508579006,40.7213198541
4032340051,2.2,174480.0,9.2,174480.0,49.9,174480.0,11.6,174480.0,100.0,Multifamily Housing,55.63,17500.0,Whole Building,Not Available,0.100298028427,QN,70315,174480,0,174480,0,0,6.0,228,228,1929,1025591.0,202108.0,11375.0,68-09 BURNS STREET,-73.8508579006,40.7213198541
4032340051,2.2,174480.0,9.1,174480.0,49.9,174480.0,11.6,174480.0,100.0,Multifamily Housing,55.63,17500.0,Whole Building,Not Available,0.100298028427,QN,70315,174480,0,174480,0,0,6.0,228,228,1929,1025591.0,202108.0,11375.0,68-09 BURNS STREET,-73.8508579006,40.7213198541
